Job_ID,Job_Title,AI_Specialization,Industry,Company,Company_Size,Country,Continent,Education_Required,Experience_Level,Years_of_Experience,Salary_USD,Salary_Min,Salary_Max,Salary_Category,Bonus_%,Equity_Offered,Benefits_Value_USD,Skills_Required,Required_Certifications,Job_Openings,Competition_Level_Applicants,Hiring_Difficulty_1_10,Job_Type,Remote_Work_%,Work_From_Home_Available,Job_Satisfaction_1_10,Work_Life_Balance_1_10,AI_Investment_Company_Millions,Company_AI_Maturity_1_10,Job_Growth_Projection_%,Automation_Risk_%,Gender_Diversity_%_Female,Posted_Date,Application_Deadline,Record_Created,Data_Source
AI-04192,Deep Learning Engineer,Reinforcement Learning,Technology,Alibaba,Medium (51-500),Czech Republic,Europe,Master's,Senior Level,7,99498.0,82853,128907,Mid,7.9,Yes,32229,"PyTorch, Python, Neural Networks, AWS/GCP, CUDA",Azure AI,9,68,6.2,Contract,60,Yes,6.6,5.6,393,7.5,43.0,30.3,19.0,2037-06-23,2037-07-24,2026-08-28,Global AI Jobs Report 2026
AI-00429,Research Engineer,Robotics,Cyber Security,Automation Anywhere,Enterprise (5000+),Denmark,Europe,Master's,Mid Level,5,99477.0,79265,116557,Mid,5.8,Yes,7760,"Research, PyTorch, Python, Implementation, Problem Solving",Multiple,10,388,5.9,Full-time,60,Yes,5.7,6.4,455,4.7,19.2,22.0,29.0,2027-03-05,2027-04-05,2026-08-28,Global AI Jobs Report 2026
AI-02440,PhD Research Fellow,Generative AI,Government,Lyft,Large (501-5000),Chile,South America,PhD,Senior Level,20,99474.0,75190,110519,Mid,21.2,Yes,14300,"Research, Teaching, C++, Deep Learning, Academic Writing, Python",Google ML,11,304,7.2,Full-time,80,Yes,6.6,8.7,77,6.8,26.5,19.0,32.1,2032-09-05,2032-10-06,2026-08-28,Global AI Jobs Report 2026
AI-04037,AI Infrastructure Engineer,Machine Learning,Logistics,UiPath,Enterprise (5000+),United Kingdom,Europe,Master's,Entry Level,3,99404.0,72340,131301,Mid,15.6,Yes,13912,"AWS/GCP/Azure, C++, Python, MLOps, Docker, Kubernetes",DeepLearning.ai,9,113,9.4,Full-time,80,Yes,6.1,7.1,444,4.0,43.5,10.2,37.4,2037-01-19,2037-02-19,2026-08-28,Global AI Jobs Report 2026
AI-03302,NLP Engineer,NLP,Defense,Automation Anywhere,Enterprise (5000+),Brazil,South America,Master's,Mid Level,10,99390.0,76841,138706,Mid,13.9,Yes,19327,"BERT, AWS, PyTorch, NLTK, GPT, Python",AWS Certified,7,104,8.2,Full-time,40,No,5.7,7.9,310,3.6,37.3,24.1,20.7,2035-01-15,2035-02-15,2026-08-28,Global AI Jobs Report 2026
AI-03300,PhD Research Fellow,NLP,Entertainment,OpenAI,Large (501-5000),Malaysia,Asia,PhD,Senior Level,0,99378.0,71648,133451,Mid,28.5,No,15854,"Research, Teaching, Deep Learning, Academic Writing, Python",DeepLearning.ai,5,38,7.6,Full-time,80,Yes,8.9,5.1,232,5.9,44.7,36.2,32.6,2035-01-13,2035-02-13,2026-08-28,Global AI Jobs Report 2026
AI-04750,AI Product Manager,Reinforcement Learning,E-commerce,Adobe,Medium (51-500),United Kingdom,Europe,Master's,Entry Level,7,99315.0,86843,119309,Mid,24.7,Yes,34534,"ML/AI Knowledge, Product Management, Communication, Strategic Planning, Agile",DeepLearning.ai,12,500,8.0,Full-time,80,Yes,7.6,7.2,73,3.9,15.8,28.9,30.8,2039-01-02,2039-02-02,2026-08-28,Global AI Jobs Report 2026
AI-00231,AI Consultant,Other,Logistics,Booz Allen,Medium (51-500),Sweden,Europe,PhD,Mid Level,5,99261.0,84491,137295,Mid,23.9,No,12112,"Business Development, ML/AI Expertise, Communication, Strategic Consulting",Google ML,4,55,7.2,Full-time,60,Yes,8.7,7.8,173,5.6,15.8,38.6,35.4,2026-08-19,2026-09-19,2026-08-28,Global AI Jobs Report 2026
AI-02924,AI Cloud Engineer,Deep Learning,Transportation,Adobe,Small (1-50),Poland,Europe,PhD,Mid Level,1,99237.0,80281,113832,Mid,15.7,No,39001,"AWS/GCP/Azure, Python, MLOps, DevOps, Docker, Kubernetes",AWS Certified,6,418,4.2,Full-time,40,No,6.0,6.6,495,8.5,30.7,39.1,25.1,2034-01-02,2034-02-02,2026-08-28,Global AI Jobs Report 2026
AI-00136,Generative AI Engineer,Generative AI,Insurance,Booz Allen,Enterprise (5000+),South Africa,Africa,PhD,Mid Level,12,99229.0,79492,110497,Mid,27.2,Yes,7323,"PyTorch, GPT, Python, Transformers, Generative Models, Diffusion",AWS Certified,5,131,5.5,Full-time,80,Yes,8.4,6.8,130,6.5,26.7,22.7,36.3,2026-05-16,2026-06-16,2026-08-28,Global AI Jobs Report 2026
AI-01365,AI Consultant,Deep Learning,Defense,SenseTime,Large (501-5000),Canada,North America,Master's,Mid Level,15,99224.0,77153,117992,Mid,6.5,No,12733,"Strategic Consulting, Business Development, ML/AI Expertise, Communication, SQL",Multiple,7,198,7.8,Full-time,0,No,5.7,7.1,234,8.7,20.5,24.0,43.0,2029-09-26,2029-10-27,2026-08-28,Global AI Jobs Report 2026
AI-04430,Postdoctoral Researcher,NLP,Automotive,Accenture,Large (501-5000),Ukraine,Europe,Postdoctoral,Senior Level,3,99197.0,82759,125683,Mid,29.8,No,20790,"Research, Teaching, C++, Deep Learning, Academic Writing, Python",Azure AI,22,42,7.8,Full-time,40,No,7.7,6.5,346,3.1,19.6,11.6,19.6,2038-02-16,2038-03-19,2026-08-28,Global AI Jobs Report 2026
AI-00048,AI/ML Architect,Deep Learning,Entertainment,Tesla,Enterprise (5000+),Greece,Europe,Master's,Entry Level,10,99188.0,81227,115987,Mid,21.3,Yes,19225,"System Design, AWS/GCP/Azure, Python, Kubernetes, Machine Learning",DeepLearning.ai,6,419,8.3,Full-time,0,No,9.0,6.7,92,6.7,37.6,33.7,43.3,2026-02-17,2026-03-20,2026-08-28,Global AI Jobs Report 2026
AI-00963,AI Infrastructure Engineer,Machine Learning,Cyber Security,NEC,Enterprise (5000+),Thailand,Asia,Master's,Entry Level,5,99162.0,85529,136998,Mid,26.0,Yes,24762,"AWS/GCP/Azure, Python, MLOps, Docker, Kubernetes",Azure AI,8,352,4.6,Full-time,40,No,6.3,4.2,444,8.9,18.4,12.9,41.1,2028-08-20,2028-09-20,2026-08-28,Global AI Jobs Report 2026
AI-00853,AI Software Engineer,Deep Learning,Agriculture,Baidu,Small (1-50),Czech Republic,Europe,Master's,Mid Level,0,99142.0,73842,117295,Mid,21.8,No,39133,"REST APIs, ML Libraries, C++, Python, AWS/GCP, TensorFlow",Google ML,2,149,8.3,Full-time,80,Yes,7.0,4.5,292,7.9,20.6,8.2,30.4,2028-05-02,2028-06-02,2026-08-28,Global AI Jobs Report 2026
AI-01830,Data Engineer,NLP,Consulting,Panasonic,Large (501-5000),Nigeria,Africa,PhD,Entry Level,12,99137.0,82299,110140,Mid,22.0,No,23584,"PyTorch, SQL, Power BI, Kafka, Python, AWS/GCP",AWS Certified,8,74,3.6,Full-time,40,No,9.0,5.6,262,7.8,15.7,29.0,20.7,2031-01-04,2031-02-04,2026-08-28,Global AI Jobs Report 2026
AI-04754,Prompt Engineer,Reinforcement Learning,Government,Databricks,Medium (51-500),Portugal,Europe,Master's,Mid Level,20,99120.0,76912,109439,Mid,17.1,Yes,28390,"Prompt Engineering, API Integration, Python, LLMs, ChatGPT, Claude",None,8,399,7.4,Part-time,20,No,8.0,6.9,413,9.4,19.2,31.2,23.1,2039-01-06,2039-02-06,2026-08-28,Global AI Jobs Report 2026
AI-03891,Research Scientist (AI),Deep Learning,Cyber Security,Scale AI,Large (501-5000),South Africa,Africa,PhD,Mid Level,20,99093.0,81480,130052,Mid,19.1,Yes,17844,"Research, PyTorch, Deep Learning, Academic Writing, Python",None,6,138,7.3,Contract,0,No,8.1,6.0,263,6.9,28.8,36.6,16.9,2036-08-26,2036-09-26,2026-08-28,Global AI Jobs Report 2026
AI-03499,NLP Engineer,Deep Learning,Telecommunications,PwC,Large (501-5000),Singapore,Asia,PhD,Entry Level,7,98970.0,70222,125185,Mid,14.9,No,36326,"BERT, PyTorch, Power BI, NLTK, GPT, Python",DeepLearning.ai,7,237,3.9,Full-time,40,No,6.5,7.0,427,5.9,28.7,34.7,34.5,2035-07-31,2035-08-31,2026-08-28,Global AI Jobs Report 2026
AI-01189,Machine Learning Engineer,Machine Learning,Pharmaceuticals,Palantir,Medium (51-500),Ukraine,Europe,PhD,Senior Level,12,98966.0,75836,134294,Mid,8.5,No,26526,"AWS, Hadoop, PyTorch, AWS/GCP/Azure, Scikit-learn, Python",Google ML,5,274,8.8,Full-time,80,Yes,6.2,8.3,210,4.0,36.1,6.3,24.3,2029-04-03,2029-05-04,2026-08-28,Global AI Jobs Report 2026
AI-00714,NLP Engineer,Reinforcement Learning,Logistics,NVIDIA,Medium (51-500),Australia,Oceania,PhD,Entry Level,10,98916.0,71642,133843,Mid,11.5,No,33457,"BERT, R, PyTorch, GCP, NLTK, GPT",None,19,359,4.2,Full-time,40,No,9.5,6.3,444,6.9,27.0,6.8,16.4,2027-12-15,2028-01-15,2026-08-28,Global AI Jobs Report 2026
AI-03741,AI Consultant,Deep Learning,Finance,Automation Anywhere,Medium (51-500),Romania,Europe,Master's,Mid Level,10,98856.0,77583,123670,Mid,10.9,Yes,11850,"Business Development, ML/AI Expertise, Communication, Strategic Consulting",Google ML,9,398,9.4,Full-time,80,Yes,6.7,4.3,148,2.2,37.1,26.7,29.4,2036-03-29,2036-04-29,2026-08-28,Global AI Jobs Report 2026
AI-02765,AI Solutions Architect,Computer Vision,Education,Airbnb,Large (501-5000),Sweden,Europe,Master's,Mid Level,5,98852.0,72992,122858,Mid,28.7,No,23248,"System Design, Git, AWS/GCP/Azure, Integration, Python, ML/AI",None,6,130,3.3,Full-time,100,Yes,7.3,8.9,404,2.6,39.3,19.9,34.5,2033-07-27,2033-08-27,2026-08-28,Global AI Jobs Report 2026
AI-00960,Senior Data Scientist,Computer Vision,E-commerce,DeepMind,Medium (51-500),Indonesia,Asia,PhD,Mid Level,10,98814.0,71022,121209,Mid,19.7,No,25031,"Leadership, Big Data, Statistics, Python, SQL, ML/AI",Azure AI,11,334,3.1,Full-time,80,Yes,8.3,5.3,486,3.1,22.6,5.3,21.7,2028-08-17,2028-09-17,2026-08-28,Global AI Jobs Report 2026
AI-03028,AI Ethics Specialist,Reinforcement Learning,Media,Oracle,Medium (51-500),Malaysia,Asia,Master's,Entry Level,0,98788.0,82505,137246,Mid,23.7,No,10645,"Regulatory Compliance, Scikit-learn, AI Governance, Ethics, Policy, Bias Detection",DeepLearning.ai,17,348,6.0,Full-time,20,No,7.7,7.8,435,6.1,31.1,6.2,17.9,2034-04-16,2034-05-17,2026-08-28,Global AI Jobs Report 2026
AI-01499,Data Engineer,Machine Learning,Defense,Toshiba,Large (501-5000),Australia,Oceania,Master's,Entry Level,5,98754.0,76840,137759,Mid,28.5,No,26929,"SQL, Kafka, Python, AWS/GCP, ETL Pipelines, TensorFlow",Google ML,11,375,7.8,Full-time,60,Yes,8.5,8.5,168,2.7,38.1,20.8,29.5,2030-02-07,2030-03-10,2026-08-28,Global AI Jobs Report 2026
AI-03949,AI Ethics Specialist,Reinforcement Learning,Consulting,Megvii,Enterprise (5000+),Hungary,Europe,PhD,Senior Level,2,98742.0,78743,112995,Mid,27.0,No,19478,"Regulatory Compliance, AI Governance, Ethics, Policy, Bias Detection",Azure AI,11,53,3.9,Full-time,60,Yes,8.4,8.6,302,3.1,44.0,25.0,17.7,2036-10-23,2036-11-23,2026-08-28,Global AI Jobs Report 2026
AI-00390,AI Trainer,Reinforcement Learning,Entertainment,Lyft,Medium (51-500),Poland,Europe,Bachelor's,Mid Level,15,98698.0,80878,117078,Mid,10.6,No,11118,"Teaching, Python, Communication, Machine Learning, Data Annotation",Google ML,11,17,7.6,Full-time,60,Yes,8.9,4.5,429,4.1,33.1,16.2,20.0,2027-01-25,2027-02-25,2026-08-28,Global AI Jobs Report 2026
AI-03317,AI Security Specialist,NLP,Finance,ByteDance,Large (501-5000),Hungary,Europe,Master's,Mid Level,5,98675.0,69195,121204,Mid,10.5,Yes,19082,"Power BI, AI/ML, Threat Detection, Python, AWS/GCP, Security",Google ML,10,166,4.5,Full-time,80,Yes,9.3,5.6,165,2.6,24.1,27.9,16.1,2035-01-30,2035-03-02,2026-08-28,Global AI Jobs Report 2026
AI-03505,Prompt Engineer,Robotics,Finance,McKinsey,Enterprise (5000+),China,Asia,Master's,Senior Level,0,98671.0,75411,120036,Mid,26.7,No,9432,"Prompt Engineering, API Integration, C++, Python, LLMs, ChatGPT",Multiple,9,109,5.7,Full-time,60,Yes,8.0,4.3,28,6.1,22.7,35.1,40.0,2035-08-06,2035-09-06,2026-08-28,Global AI Jobs Report 2026
AI-00897,AI Professor,Other,Biotechnology,SenseTime,Large (501-5000),Portugal,Europe,Master's,Mid Level,20,98625.0,85445,134409,Mid,11.8,No,28826,"Hadoop, Research, Grant Writing, Teaching, Ph.D., C++",Azure AI,13,165,5.0,Full-time,0,No,9.1,7.4,98,6.8,40.4,15.9,37.8,2028-06-15,2028-07-16,2026-08-28,Global AI Jobs Report 2026
AI-03042,AI/ML Architect,Machine Learning,Healthcare,Oracle,Medium (51-500),Finland,Europe,PhD,Mid Level,12,98590.0,85493,118435,Mid,8.4,No,21631,"System Design, AWS/GCP/Azure, Python, SQL, Kubernetes, Machine Learning",AWS Certified,9,342,4.0,Part-time,80,Yes,7.9,8.3,95,6.2,42.6,8.0,39.6,2034-04-30,2034-05-31,2026-08-28,Global AI Jobs Report 2026
AI-04677,Research Scientist (AI),Robotics,Entertainment,KPMG,Large (501-5000),Australia,Oceania,Master's,Mid Level,3,98569.0,69306,127191,Mid,22.4,No,37515,"Research, PyTorch, C++, Deep Learning, Academic Writing, Python",Azure AI,10,20,8.1,Full-time,0,No,5.9,8.5,365,4.3,34.6,18.3,39.3,2038-10-21,2038-11-21,2026-08-28,Global AI Jobs Report 2026
AI-02919,Data Engineer,Other,Manufacturing,Apple,Large (501-5000),Philippines,Asia,Bachelor's,Senior Level,10,98478.0,85328,135245,Mid,10.5,Yes,8144,"Hadoop, SQL, Kafka, Python, AWS/GCP, ETL Pipelines",None,10,435,5.0,Full-time,40,No,7.5,5.1,311,4.3,15.3,18.9,19.5,2033-12-28,2034-01-28,2026-08-28,Global AI Jobs Report 2026
AI-03603,AI Professor,Computer Vision,Aerospace,Wipro,Enterprise (5000+),Romania,Europe,Bachelor's,Senior Level,1,98413.0,82525,130681,Mid,16.0,Yes,28657,"Research, Power BI, Grant Writing, Teaching, Ph.D., Academic Publications",None,6,390,3.3,Full-time,20,No,8.2,6.4,100,4.4,37.0,21.4,26.3,2035-11-12,2035-12-13,2026-08-28,Global AI Jobs Report 2026
AI-00213,Deep Learning Engineer,NLP,Logistics,KPMG,Medium (51-500),France,Europe,PhD,Mid Level,20,98321.0,78719,132000,Mid,14.1,No,11357,"PyTorch, Python, Neural Networks, AWS/GCP, CUDA, NumPy",DeepLearning.ai,12,193,5.3,Full-time,100,Yes,8.8,5.6,157,3.1,23.3,25.1,31.0,2026-08-01,2026-09-01,2026-08-28,Global AI Jobs Report 2026
AI-02589,Research Scientist (AI),Computer Vision,Real Estate,Infosys,Large (501-5000),Italy,Europe,Master's,Mid Level,5,98293.0,77444,112345,Mid,8.9,No,30340,"Research, PyTorch, Scikit-learn, Deep Learning, Academic Writing, Python",Google ML,12,235,5.0,Contract,40,No,7.3,7.6,461,3.1,16.1,27.6,20.6,2033-02-01,2033-03-04,2026-08-28,Global AI Jobs Report 2026
AI-03462,AI Ethics Specialist,Machine Learning,Logistics,NVIDIA,Large (501-5000),South Korea,Asia,Master's,Entry Level,7,98242.0,71503,112293,Mid,15.3,Yes,20002,"Regulatory Compliance, AI Governance, Ethics, Python, Policy, Bias Detection",AWS Certified,5,259,8.8,Contract,60,Yes,9.2,6.0,296,2.7,24.1,30.5,39.5,2035-06-24,2035-07-25,2026-08-28,Global AI Jobs Report 2026
AI-03572,Machine Learning Engineer,Deep Learning,Media,Deloitte,Large (501-5000),China,Asia,Master's,Senior Level,5,98143.0,77583,134015,Mid,13.0,No,13674,"PyTorch, AWS/GCP/Azure, Scikit-learn, Python, SQL, TensorFlow",None,13,142,5.9,Full-time,100,Yes,7.2,5.3,293,8.7,34.7,30.6,17.5,2035-10-12,2035-11-12,2026-08-28,Global AI Jobs Report 2026
AI-03235,Computer Vision Engineer,Robotics,Energy,Alibaba,Large (501-5000),Finland,Europe,Master's,Mid Level,0,98138.0,76067,115594,Mid,19.7,No,29079,"PyTorch, YOLO, CNN, OpenCV, Python, Tableau",Multiple,11,209,4.9,Full-time,80,Yes,8.3,6.9,458,2.9,31.8,27.4,18.5,2034-11-09,2034-12-10,2026-08-28,Global AI Jobs Report 2026
AI-00786,AI Solutions Architect,Deep Learning,Biotechnology,NEC,Large (501-5000),South Korea,Asia,Bachelor's,Mid Level,7,98109.0,76799,133624,Mid,14.5,Yes,34066,"System Design, AWS/GCP/Azure, C++, Integration, Python, ML/AI",AWS Certified,9,234,8.9,Full-time,20,No,7.2,5.9,470,2.2,28.5,26.3,35.3,2028-02-25,2028-03-27,2026-08-28,Global AI Jobs Report 2026
AI-02277,Data Scientist,Robotics,Retail,Hitachi,Large (501-5000),Egypt,Africa,Master's,Entry Level,15,98075.0,86788,117888,Mid,24.1,Yes,9504,"Hadoop, R, Statistics, Data Visualization, Python, Tableau",AWS Certified,8,101,3.4,Full-time,40,No,9.2,7.0,115,4.8,34.1,21.3,30.5,2032-03-26,2032-04-26,2026-08-28,Global AI Jobs Report 2026
AI-03920,AI Trainer,Reinforcement Learning,Insurance,Hitachi,Enterprise (5000+),Hungary,Europe,Postdoctoral,Mid Level,15,98068.0,76469,123253,Mid,26.2,No,21121,"R, Pandas, Teaching, Python, Communication, Machine Learning",Google ML,8,39,5.7,Full-time,40,No,5.8,5.3,469,2.1,41.5,24.1,22.7,2036-09-24,2036-10-25,2026-08-28,Global AI Jobs Report 2026
AI-01917,Senior Data Scientist,Other,Cyber Security,Spotify,Medium (51-500),Russia,Europe,Postdoctoral,Entry Level,2,98034.0,77257,130799,Mid,8.3,Yes,30494,"Leadership, Big Data, Pandas, Statistics, Azure, Python",None,10,287,6.3,Full-time,40,No,5.5,6.4,259,2.4,40.9,39.2,30.0,2031-04-01,2031-05-02,2026-08-28,Global AI Jobs Report 2026
AI-02826,AI Policy Advisor,Reinforcement Learning,Aerospace,Meta,Medium (51-500),India,Asia,Bachelor's,Senior Level,15,98013.0,74206,125692,Mid,18.6,No,6233,"AWS, Policy Analysis, AI Governance, Regulatory, Government Relations, Ethics",DeepLearning.ai,16,136,8.5,Full-time,20,No,9.1,6.5,358,5.5,15.1,38.0,16.9,2033-09-26,2033-10-27,2026-08-28,Global AI Jobs Report 2026
AI-00920,AI Solutions Architect,Computer Vision,Technology,Hugging Face,Enterprise (5000+),India,Asia,PhD,Mid Level,0,97982.0,87813,112872,Mid,25.9,Yes,28817,"System Design, R, AWS/GCP/Azure, Integration, Python, ML/AI",DeepLearning.ai,13,298,3.5,Full-time,20,No,8.2,4.9,7,9.2,22.2,24.1,44.8,2028-07-08,2028-08-08,2026-08-28,Global AI Jobs Report 2026
AI-01108,Senior Data Scientist,Deep Learning,Education,Palantir,Enterprise (5000+),Denmark,Europe,Master's,Mid Level,20,97879.0,77067,130175,Mid,9.3,Yes,21267,"Leadership, AWS, Big Data, PyTorch, Statistics, Python",AWS Certified,9,170,9.2,Full-time,40,No,5.5,7.9,359,6.4,44.2,20.8,44.6,2029-01-12,2029-02-12,2026-08-28,Global AI Jobs Report 2026
AI-02278,AI/ML Architect,Reinforcement Learning,Banking,Tencent,Medium (51-500),South Korea,Asia,Master's,Entry Level,5,97860.0,72515,121943,Mid,11.8,No,22960,"System Design, AWS/GCP/Azure, Python, SQL, Kubernetes, Machine Learning",Google ML,10,60,7.7,Full-time,40,No,5.7,5.9,365,2.9,44.8,9.1,24.4,2032-03-27,2032-04-27,2026-08-28,Global AI Jobs Report 2026
AI-01782,Postdoctoral Researcher,Reinforcement Learning,Real Estate,ByteDance,Medium (51-500),Malaysia,Asia,Master's,Entry Level,12,97849.0,68943,133323,Mid,15.3,No,28853,"Research, Git, Teaching, Deep Learning, Academic Writing, Python",DeepLearning.ai,10,50,8.0,Full-time,80,Yes,7.7,5.1,33,2.1,21.8,13.9,17.3,2030-11-17,2030-12-18,2026-08-28,Global AI Jobs Report 2026
AI-04661,AI Professor,Other,Real Estate,OpenAI,Enterprise (5000+),Philippines,Asia,Master's,Senior Level,12,97820.0,86344,110023,Mid,14.0,No,6378,"Research, Grant Writing, Teaching, Ph.D., Academic Publications, Kubernetes",Multiple,16,103,7.3,Full-time,80,Yes,8.5,5.2,114,4.4,21.3,5.2,16.8,2038-10-05,2038-11-05,2026-08-28,Global AI Jobs Report 2026
AI-00488,Robotics Engineer,Robotics,Media,McKinsey,Large (501-5000),Ukraine,Europe,PhD,Mid Level,15,97810.0,81835,115145,Mid,27.0,Yes,24861,"ROS, AI/ML, Robotics, C++, Python, Computer Vision",None,16,440,7.7,Full-time,40,No,5.9,4.2,402,3.5,19.0,26.8,25.6,2027-05-03,2027-06-03,2026-08-28,Global AI Jobs Report 2026
AI-01144,AI Cloud Engineer,Computer Vision,Aerospace,Lyft,Large (501-5000),Russia,Europe,PhD,Mid Level,10,97775.0,73425,109417,Mid,7.2,No,30974,"AWS/GCP/Azure, Azure, Python, MLOps, DevOps, Docker",Azure AI,16,241,5.9,Full-time,40,No,7.4,6.3,48,6.7,36.2,32.7,43.3,2029-02-17,2029-03-20,2026-08-28,Global AI Jobs Report 2026
AI-00644,Business Intelligence Analyst,Reinforcement Learning,Government,Tesla,Large (501-5000),Netherlands,Europe,Master's,Mid Level,20,97702.0,85077,121677,Mid,26.5,No,28292,"Power BI, Business Intelligence, Python, Tableau, SQL, TensorFlow",DeepLearning.ai,6,250,6.4,Full-time,80,Yes,9.3,5.4,166,6.3,25.7,17.5,17.4,2027-10-06,2027-11-06,2026-08-28,Global AI Jobs Report 2026
AI-04431,Senior Data Scientist,Reinforcement Learning,Real Estate,NVIDIA,Enterprise (5000+),United States,North America,PhD,Entry Level,15,97688.0,85922,130259,Mid,23.4,No,32600,"Leadership, Big Data, Statistics, Python, SQL, ML/AI",DeepLearning.ai,11,242,6.4,Full-time,100,Yes,6.5,4.9,339,7.3,38.9,17.7,35.0,2038-02-17,2038-03-20,2026-08-28,Global AI Jobs Report 2026
AI-02156,Data Engineer,Robotics,Cyber Security,NEC,Medium (51-500),South Africa,Africa,Master's,Mid Level,0,97638.0,80731,117127,Mid,10.1,No,17142,"PyTorch, SQL, Kafka, Python, AWS/GCP, ETL Pipelines",Azure AI,9,162,5.2,Full-time,60,Yes,6.9,8.6,255,8.4,27.8,19.7,36.1,2031-11-26,2031-12-27,2026-08-28,Global AI Jobs Report 2026
AI-02189,AI Security Specialist,NLP,Cloud Computing,Databricks,Medium (51-500),Finland,Europe,Master's,Senior Level,12,97621.0,75206,117961,Mid,24.1,No,12897,"AWS, AI/ML, Threat Detection, Python, AWS/GCP, Security",None,9,198,8.7,Full-time,100,Yes,9.0,4.9,76,9.3,41.0,19.0,16.8,2031-12-29,2032-01-29,2026-08-28,Global AI Jobs Report 2026
AI-02368,AI Project Manager,Generative AI,E-commerce,IBM Consulting,Medium (51-500),Czech Republic,Europe,Master's,Mid Level,5,97598.0,82642,135640,Mid,5.4,No,22348,"ML/AI Knowledge, Risk Management, Project Management, Agile/Scrum, Communication, Docker",Google ML,12,390,3.6,Full-time,20,No,8.3,6.4,263,6.2,28.1,38.5,32.2,2032-06-25,2032-07-26,2026-08-28,Global AI Jobs Report 2026
AI-01881,Research Engineer,Generative AI,Insurance,EY,Large (501-5000),Brazil,South America,Master's,Senior Level,2,97582.0,79703,125765,Mid,20.6,Yes,14381,"Research, PyTorch, Kubernetes, Python, Implementation, Problem Solving",DeepLearning.ai,9,186,4.9,Full-time,80,Yes,9.5,6.1,282,6.0,37.5,9.7,23.8,2031-02-24,2031-03-27,2026-08-28,Global AI Jobs Report 2026
AI-04897,Lead Data Scientist,Generative AI,Media,Infosys,Large (501-5000),Sweden,Europe,Bachelor's,Mid Level,20,97546.0,77120,112069,Mid,7.7,Yes,6104,"SQL, Pandas, Team Leadership, Python, AWS/GCP, Strategic Planning",Google ML,6,246,4.0,Full-time,60,Yes,9.4,5.1,232,4.6,25.2,19.6,34.6,2039-05-29,2039-06-29,2026-08-28,Global AI Jobs Report 2026
AI-02420,Lead Data Scientist,Deep Learning,Telecommunications,Cohere,Large (501-5000),Mexico,North America,Master's,Mid Level,0,97508.0,73880,131910,Mid,7.4,No,11240,"SQL, Team Leadership, Python, AWS/GCP, Strategic Planning, ML/AI",Azure AI,6,454,6.5,Full-time,0,No,9.2,4.3,441,7.0,19.7,5.3,37.8,2032-08-16,2032-09-16,2026-08-28,Global AI Jobs Report 2026
AI-00350,Data Engineer,Deep Learning,Insurance,Capgemini,Large (501-5000),United States,North America,Master's,Mid Level,20,97487.0,81376,111015,Mid,27.8,Yes,18752,"SQL, Kafka, Scikit-learn, Python, AWS/GCP, ETL Pipelines",AWS Certified,9,384,7.6,Full-time,80,Yes,8.6,5.1,293,4.7,42.6,22.2,30.7,2026-12-16,2027-01-16,2026-08-28,Global AI Jobs Report 2026
AI-03078,Lead Data Scientist,Reinforcement Learning,Banking,Hitachi,Enterprise (5000+),Russia,Europe,PhD,Mid Level,5,97473.0,78790,134586,Mid,25.2,Yes,32319,"SQL, Team Leadership, Python, AWS/GCP, Strategic Planning, ML/AI",Multiple,10,433,6.1,Full-time,60,Yes,7.0,8.2,312,7.6,44.2,34.2,20.0,2034-06-05,2034-07-06,2026-08-28,Global AI Jobs Report 2026
AI-02513,AI Product Manager,Computer Vision,Logistics,Automation Anywhere,Small (1-50),Austria,Europe,PhD,Mid Level,3,97362.0,72570,116739,Mid,27.5,Yes,32460,"ML/AI Knowledge, Product Management, Communication, Strategic Planning, Agile",Google ML,16,391,8.7,Full-time,60,Yes,6.8,6.5,32,4.1,44.4,12.4,26.1,2032-11-17,2032-12-18,2026-08-28,Global AI Jobs Report 2026
AI-02674,Lead Data Scientist,NLP,Consulting,Microsoft,Large (501-5000),Indonesia,Asia,Master's,Lead Level,0,97344.0,73454,126328,Mid,13.3,Yes,25178,"SQL, Team Leadership, Python, AWS/GCP, Strategic Planning, ML/AI",Azure AI,13,144,3.4,Full-time,60,Yes,6.3,6.6,458,9.3,39.5,12.7,38.9,2033-04-27,2033-05-28,2026-08-28,Global AI Jobs Report 2026
AI-04932,Prompt Engineer,Other,Entertainment,AMD,Large (501-5000),Austria,Europe,PhD,Mid Level,15,97298.0,83142,116943,Mid,18.8,No,17791,"Prompt Engineering, API Integration, Python, LLMs, ChatGPT, Claude",DeepLearning.ai,13,394,4.4,Full-time,60,Yes,6.7,8.5,461,3.1,21.0,8.9,24.4,2039-07-03,2039-08-03,2026-08-28,Global AI Jobs Report 2026
AI-00662,Computer Vision Engineer,Reinforcement Learning,Energy,Snowflake,Medium (51-500),Nigeria,Africa,Master's,Mid Level,10,97290.0,72950,131755,Mid,12.1,No,15989,"PyTorch, YOLO, CNN, OpenCV, Python, AWS/GCP",DeepLearning.ai,9,313,4.3,Full-time,40,No,8.4,6.0,446,5.2,26.9,39.5,38.0,2027-10-24,2027-11-24,2026-08-28,Global AI Jobs Report 2026
